"OverTime","BusinessTravel","Education","EnvSatisfaction","JobInvolvement","JobLevel","JobSatisfaction","RelatSatisfaction","StockOptionLevel","WorkLifeBalance","Department","EducationField","JobRole","MaritalStatus","Age","DistanceFromHome","MonthlyIncome","NumCompaniesWorked","TotalWorkingYears","YearsAtCompany","YearsInCurrentRole","YearsWithCurrManager","Attrition"
"No","Rarely","College","Low","High","Entry","Very High","Very High","No stock","Better","R&D","Life Sciences","Lab. Tech.","Single",56,24,2587,1,5,4,2,0,"Yes"
"No","Rarely","College","High","Medium","Intermediate","Medium","High","Medium stocks","Bad","Sales","Marketing","Sales Exe.","Married",36,17,5507,2,12,4,2,3,"No"
"No","Rarely","Bachelor","High","High","Intermediate","Medium","High","Few stocks","Better","Sales","Marketing","Sales Exe.","Married",41,8,4393,5,14,5,4,4,"No"
"No","Rarely","Bachelor","High","High","Experienced","Low","Medium","Few stocks","Best","R&D","Medical","Res. Dir.","Married",42,6,13348,9,18,13,7,7,"No"
"Yes","Rarely","College","High","High","Intermediate","Very High","Very High","Few stocks","Better","Sales","Medical","Sales Exe.","Divorced",31,10,6583,2,8,5,2,4,"No"
"Yes","Rarely","Below College","Very High","Medium","Intermediate","Very High","High","No stock","Good","Sales","Medical","Sales Exe.","Married",34,3,8103,3,9,4,2,1,"No"
"No","Rarely","Bachelor","Low","Very High","Entry","High","Medium","Few stocks","Good","R&D","Medical","Lab. Tech.","Divorced",31,4,3978,8,4,2,2,2,"No"
"No","Frequently","Bachelor","High","Very High","Entry","Very High","Low","Few stocks","Better","R&D","Other","Lab. Tech.","Married",26,6,2544,0,8,7,7,7,"No"
"No","Frequently","Master","Medium","High","Intermediate","High","High","No stock","Better","R&D","Medical","Health. Repr.","Single",45,1,5399,4,12,4,2,3,"No"
"No","Rarely","Master","Medium","High","Intermediate","High","Medium","No stock","Good","Sales","Marketing","Sales Exe.","Single",33,10,5487,1,10,10,4,9,"No"
"Yes","Frequently","College","High","Medium","Intermediate","Very High","High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Married",28,1,6834,1,7,7,7,7,"No"
"No","Frequently","Bachelor","High","Very High","Entry","Low","Very High","No stock","Better","Sales","Technical","Sales Repr.","Single",29,24,1091,1,1,1,0,0,"Yes"
"No","Never","Master","Low","Low","Intermediate","High","High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Married",39,21,5736,6,10,3,2,2,"No"
"No","Rarely","Master","Medium","High","Entry","Medium","High","Few stocks","Good","R&D","Technical","Res. Sci.","Married",27,2,2226,1,6,5,3,2,"No"
"Yes","Frequently","Master","High","Medium","Intermediate","Very High","Medium","No stock","Better","R&D","Other","Res. Sci.","Married",34,22,5747,1,16,15,10,11,"No"
"Yes","Rarely","College","Very High","High","Intermediate","High","Very High","No stock","Better","Sales","Marketing","Sales Exe.","Single",28,13,9854,3,6,2,0,2,"Yes"
"No","Never","Master","High","High","Intermediate","Medium","High","Few stocks","Best","R&D","Technical","Res. Sci.","Married",47,14,5467,8,16,8,7,7,"No"
"No","Rarely","Doctor","Very High","Medium","Intermediate","Low","High","Few stocks","Better","Sales","Marketing","Sales Exe.","Married",56,11,5380,4,6,0,0,0,"No"
"No","Rarely","College","Low","High","Intermediate","Low","Very High","Few stocks","Better","R&D","Medical","Manuf. Dir.","Married",39,9,5151,1,10,10,0,9,"No"
"Yes","Frequently","Bachelor","Very High","Medium","Intermediate","Medium","High","Few stocks","Better","R&D","Medical","Res. Sci.","Divorced",38,8,2133,1,20,20,11,7,"No"
"Yes","Rarely","Bachelor","Very High","High","Advanced","Very High","High","Few stocks","Good","Sales","Life Sciences","Manager","Married",58,21,17875,4,29,1,0,0,"No"
"Yes","Frequently","College","Low","Very High","Entry","High","Low","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",32,5,2432,3,8,4,1,3,"Yes"
"No","Rarely","College","Medium","High","Entry","Very High","Very High","Medium stocks","Best","R&D","Life Sciences","Res. Sci.","Divorced",38,9,4771,2,10,5,2,3,"No"
"No","Frequently","Below College","Medium","High","Expert","Very High","Very High","No stock","Better","R&D","Life Sciences","Res. Dir.","Married",49,2,19161,3,28,5,4,3,"No"
"Yes","Rarely","Master","Medium","High","Intermediate","Very High","High","Medium stocks","Better","Sales","Marketing","Sales Exe.","Divorced",42,12,5087,3,14,0,0,0,"No"
"No","Frequently","Bachelor","Low","Medium","Entry","Medium","Low","No stock","Better","HR","HR","HR","Married",27,22,2863,1,1,1,0,0,"Yes"
"No","Rarely","Master","Medium","High","Intermediate","Low","Very High","Few stocks","Bad","Sales","Medical","Sales Exe.","Married",35,18,5561,0,6,5,3,4,"No"
"No","Never","Bachelor","High","High","Entry","High","High","No stock","Good","R&D","Medical","Res. Sci.","Single",28,16,2144,1,5,5,3,4,"No"
"Yes","Never","College","High","High","Entry","Low","Very High","Few stocks","Best","R&D","Medical","Res. Sci.","Divorced",31,3,3065,1,4,4,2,3,"No"
"No","Never","Master","Low","Very High","Entry","Medium","Medium","No stock","Better","R&D","Life Sciences","Lab. Tech.","Married",36,9,2810,1,5,5,4,2,"No"
"No","Rarely","Bachelor","Low","High","Experienced","Very High","Low","No stock","Good","Sales","Marketing","Sales Exe.","Single",34,1,9888,1,14,14,8,1,"No"
"No","Rarely","Master","Very High","High","Experienced","High","High","Few stocks","Good","Sales","Medical","Sales Exe.","Divorced",34,13,8628,1,9,8,7,1,"No"
"No","Rarely","Bachelor","High","High","Entry","Low","Very High","No stock","Good","R&D","Medical","Lab. Tech.","Single",26,1,2867,0,8,7,7,6,"No"
"No","Rarely","Bachelor","Low","High","Intermediate","Low","Low","Few stocks","Good","R&D","Life Sciences","Health. Repr.","Married",29,1,5373,0,6,5,3,2,"No"
"No","Never","Master","High","High","Intermediate","Very High","Medium","Few stocks","Better","R&D","Medical","Health. Repr.","Divorced",32,15,6667,5,9,5,1,2,"No"
"No","Frequently","Bachelor","Very High","Low","Intermediate","Low","Medium","No stock","Better","R&D","Life Sciences","Res. Sci.","Married",31,1,5003,1,10,10,8,7,"No"
"No","Rarely","Bachelor","High","Medium","Entry","Very High","Low","Few stocks","Good","R&D","Technical","Lab. Tech.","Divorced",28,17,2367,5,6,4,1,3,"Yes"
"No","Rarely","Bachelor","Low","Medium","Entry","Low","Low","No stock","Good","Sales","Life Sciences","Sales Repr.","Single",38,1,2858,4,20,1,0,0,"No"
"Yes","Rarely","Master","High","High","Intermediate","Very High","Very High","No stock","Better","Sales","Life Sciences","Sales Exe.","Married",35,7,5204,1,10,10,8,9,"No"
"No","Rarely","Bachelor","Very High","High","Intermediate","Very High","Low","No stock","Better","Sales","Marketing","Sales Exe.","Single",27,9,4105,1,7,7,7,7,"No"
"No","Rarely","Master","Very High","Medium","Intermediate","Very High","Medium","No stock","Better","R&D","Life Sciences","Manuf. Dir.","Single",32,5,9679,8,8,1,0,0,"No"
"Yes","Frequently","Master","Low","High","Intermediate","Very High","High","No stock","Better","Sales","Marketing","Sales Exe.","Married",31,26,5617,1,10,10,7,8,"Yes"
"Yes","Rarely","Master","Low","High","Experienced","Low","Medium","No stock","Good","Sales","Life Sciences","Sales Exe.","Single",53,24,10448,6,15,2,2,2,"Yes"
"No","Rarely","College","Low","High","Intermediate","High","High","Medium stocks","Good","R&D","Life Sciences","Res. Sci.","Married",54,9,2897,3,9,4,3,3,"No"
"No","Frequently","College","Very High","High","Intermediate","High","High","Many stocks","Better","R&D","Life Sciences","Health. Repr.","Divorced",33,7,5968,1,9,9,7,8,"No"
"No","Rarely","Bachelor","Low","High","Experienced","High","Medium","Few stocks","Better","R&D","Life Sciences","Health. Repr.","Married",43,11,7510,1,10,10,9,9,"No"
"Yes","Frequently","Master","Very High","High","Entry","Medium","Medium","Few stocks","Better","HR","Other","HR","Married",38,1,2991,0,7,6,2,2,"No"
"Yes","Rarely","Master","High","Very High","Expert","Medium","Low","Few stocks","Better","HR","HR","Manager","Married",55,26,19636,4,35,10,9,4,"No"
"Yes","Rarely","Below College","Very High","Low","Entry","Very High","High","Many stocks","Better","R&D","Medical","Lab. Tech.","Divorced",31,2,1129,1,1,1,0,0,"No"
"No","Rarely","Master","Medium","High","Advanced","Low","Low","No stock","Better","Sales","Marketing","Sales Exe.","Single",39,15,13341,0,21,20,8,10,"No"
"No","Never","College","Very High","Medium","Intermediate","High","Very High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",42,23,4332,1,20,20,9,7,"No"
"No","Never","Bachelor","High","High","Experienced","High","High","Few stocks","Best","R&D","Medical","Res. Dir.","Married",31,10,11031,4,13,11,7,8,"No"
"Yes","Rarely","Bachelor","High","High","Intermediate","Low","Very High","No stock","Better","R&D","Medical","Manuf. Dir.","Single",54,10,4440,6,9,5,2,4,"No"
"No","Rarely","College","Medium","Medium","Intermediate","High","Medium","No stock","Good","R&D","Life Sciences","Health. Repr.","Single",24,1,4617,1,4,4,3,2,"No"
"No","Rarely","College","Very High","High","Entry","Very High","High","No stock","Best","R&D","Other","Lab. Tech.","Single",23,12,2647,1,5,5,2,4,"No"
"No","Frequently","Bachelor","Very High","High","Intermediate","High","Low","Few stocks","Best","R&D","Technical","Lab. Tech.","Married",40,11,6323,1,10,10,9,4,"No"
"No","Rarely","College","Medium","High","Intermediate","Medium","High","Few stocks","Better","Sales","Marketing","Sales Exe.","Married",40,2,5677,3,15,11,8,10,"No"
"No","Rarely","Bachelor","High","High","Entry","Medium","High","No stock","Better","HR","HR","HR","Married",25,2,2187,4,6,2,0,2,"No"
"No","Rarely","College","Very High","High","Entry","Medium","High","No stock","Good","R&D","Medical","Lab. Tech.","Married",30,1,3748,1,12,12,8,7,"No"
"Yes","Rarely","Below College","Very High","High","Entry","High","High","Few stocks","Good","R&D","Other","Lab. Tech.","Divorced",25,2,3977,6,7,2,2,2,"No"
"No","Rarely","Bachelor","Low","High","Experienced","High","Medium","No stock","Better","R&D","Medical","Health. Repr.","Single",47,25,8633,2,25,17,14,11,"No"
"No","Never","College","Medium","Medium","Entry","High","High","Many stocks","Good","R&D","Medical","Lab. Tech.","Divorced",33,1,2008,1,1,1,1,0,"No"
"No","Rarely","Master","Very High","High","Intermediate","Medium","Low","Medium stocks","Better","Sales","Life Sciences","Sales Exe.","Married",38,1,4440,0,16,15,13,8,"No"
"No","Rarely","College","Low","High","Entry","High","High","Few stocks","Better","Sales","Life Sciences","Sales Repr.","Married",31,2,3067,0,3,2,2,2,"No"
"No","Frequently","Master","Low","Medium","Intermediate","High","Very High","Few stocks","Better","R&D","Life Sciences","Manuf. Dir.","Married",38,6,5321,2,10,8,3,7,"No"
"Yes","Rarely","Master","Very High","High","Intermediate","Low","High","Few stocks","Good","R&D","Life Sciences","Res. Sci.","Divorced",42,18,5410,6,9,4,3,2,"No"
"No","Rarely","Bachelor","Very High","High","Entry","Very High","Low","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Married",41,1,2782,3,12,5,3,0,"No"
"No","Never","Below College","High","High","Experienced","Medium","Low","Medium stocks","Bad","R&D","Medical","Res. Dir.","Married",47,1,11957,0,14,13,8,12,"No"
"Yes","Rarely","Master","Very High","High","Entry","High","High","Few stocks","Better","R&D","Medical","Lab. Tech.","Married",35,11,2660,7,5,2,2,2,"No"
"No","Rarely","College","Very High","High","Entry","High","Very High","No stock","Best","R&D","Life Sciences","Res. Sci.","Single",22,1,3375,0,4,3,2,2,"No"
"No","Rarely","Master","Medium","High","Intermediate","High","Medium","No stock","Better","R&D","Medical","Res. Sci.","Single",35,9,5098,1,10,10,7,8,"No"
"Yes","Rarely","College","Medium","High","Intermediate","Very High","Low","Few stocks","Better","R&D","Medical","Health. Repr.","Married",33,15,4878,0,10,9,7,1,"No"
"No","Rarely","Master","High","Medium","Entry","Medium","High","No stock","Better","R&D","Life Sciences","Lab. Tech.","Single",32,29,2837,1,6,6,2,1,"No"
"No","Rarely","Master","Low","High","Entry","Very High","High","Medium stocks","Good","R&D","Life Sciences","Lab. Tech.","Married",40,1,2406,8,8,1,0,0,"No"
"No","Rarely","Master","Medium","Medium","Entry","Medium","Medium","Few stocks","Better","Sales","Medical","Sales Repr.","Married",32,1,2269,0,3,2,2,2,"No"
"No","Rarely","Below College","Low","High","Intermediate","Very High","Low","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",39,24,4108,7,18,7,7,7,"No"
"No","Rarely","Bachelor","Medium","Low","Experienced","High","Low","Few stocks","Better","R&D","Medical","Res. Dir.","Married",38,10,13206,3,20,18,16,11,"No"
"No","Rarely","Master","High","High","Experienced","Very High","High","Medium stocks","Better","Sales","Marketing","Sales Exe.","Married",32,1,10422,1,14,14,10,7,"No"
"Yes","Rarely","Bachelor","High","Very High","Experienced","Very High","Low","Few stocks","Better","R&D","Life Sciences","Res. Dir.","Married",37,10,13744,1,16,16,11,8,"No"
"Yes","Rarely","College","Low","High","Intermediate","High","Medium","Few stocks","Good","Sales","Other","Sales Exe.","Divorced",25,8,4907,0,6,5,3,4,"No"
"No","Never","Master","Low","High","Entry","Very High","Medium","Medium stocks","Good","Sales","Life Sciences","Sales Repr.","Divorced",52,29,3482,2,16,9,8,0,"No"
"Yes","Rarely","Bachelor","Medium","High","Entry","Very High","High","No stock","Better","R&D","Medical","Res. Sci.","Single",44,1,2436,6,6,4,3,2,"No"
"Yes","Rarely","Below College","High","High","Entry","Low","Very High","No stock","Better","Sales","Medical","Sales Repr.","Single",21,5,2380,1,2,2,2,2,"No"
"No","Never","Bachelor","Very High","High","Expert","Very High","High","No stock","Good","R&D","Life Sciences","Manager","Single",39,9,19431,2,21,6,0,3,"No"
"No","Frequently","Bachelor","Very High","High","Entry","Low","Low","Few stocks","Good","Sales","Marketing","Sales Repr.","Married",23,9,1790,1,1,1,0,0,"Yes"
"No","Rarely","Bachelor","Low","Medium","Experienced","Very High","High","Medium stocks","Better","Sales","Medical","Sales Exe.","Married",36,3,7644,0,10,9,7,4,"No"
"No","Frequently","College","Very High","High","Intermediate","Medium","Medium","Many stocks","Better","R&D","Life Sciences","Manuf. Dir.","Divorced",36,4,5131,7,18,4,2,2,"No"
"No","Never","Master","High","High","Intermediate","High","Low","Few stocks","Good","R&D","Life Sciences","Health. Repr.","Divorced",56,1,6306,1,13,13,12,9,"No"
"Yes","Rarely","Master","Low","High","Entry","Very High","Medium","Many stocks","Best","R&D","Medical","Res. Sci.","Married",29,1,4787,9,4,2,2,2,"Yes"
"No","Rarely","Bachelor","Low","High","Expert","High","Low","No stock","Good","R&D","Life Sciences","Manager","Married",42,2,18880,5,24,22,6,14,"No"
"No","Rarely","College","Very High","High","Entry","High","Very High","Few stocks","Bad","R&D","Technical","Lab. Tech.","Married",56,7,2339,8,14,10,9,8,"Yes"
"No","Rarely","Master","Low","Medium","Advanced","Medium","High","Few stocks","Better","R&D","Life Sciences","Manuf. Dir.","Married",41,28,13570,0,21,20,7,10,"No"
"No","Rarely","Bachelor","Very High","Medium","Intermediate","High","Very High","Medium stocks","Better","Sales","Marketing","Sales Exe.","Married",34,28,6712,1,8,8,7,7,"No"
"No","Never","Master","Very High","Low","Intermediate","Very High","Low","Few stocks","Good","Sales","Marketing","Sales Exe.","Divorced",36,15,5406,1,15,15,12,11,"No"
"No","Rarely","Bachelor","High","Medium","Intermediate","Medium","High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Divorced",41,3,8938,2,14,5,4,4,"No"
"No","Rarely","Bachelor","Very High","High","Entry","Low","Very High","No stock","Better","R&D","Technical","Res. Sci.","Single",32,2,2439,1,4,4,2,2,"No"
"Yes","Rarely","Master","High","High","Experienced","Very High","High","No stock","Better","HR","Life Sciences","HR","Single",35,26,8837,1,9,9,0,7,"No"
"No","Rarely","College","Low","High","Intermediate","Very High","High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Married",38,10,5343,1,10,10,7,9,"No"
"No","Frequently","Master","Medium","High","Intermediate","High","Very High","Medium stocks","Better","Sales","Life Sciences","Sales Exe.","Divorced",50,1,6728,7,12,6,3,1,"Yes"
"No","Rarely","Master","Medium","Medium","Intermediate","Very High","Low","Few stocks","Good","Sales","Marketing","Sales Exe.","Married",36,11,6652,4,8,6,3,0,"No"
"No","Rarely","Bachelor","Very High","High","Intermediate","High","High","No stock","Better","Sales","Life Sciences","Sales Exe.","Single",45,20,4850,8,8,5,3,1,"No"
"No","Rarely","Master","High","Medium","Entry","High","Very High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",40,2,2809,2,8,2,2,2,"No"
"Yes","Frequently","Master","High","High","Intermediate","High","Very High","Medium stocks","Best","R&D","Life Sciences","Health. Repr.","Married",35,18,5689,1,10,10,2,2,"No"
"No","Rarely","Master","High","High","Entry","High","Medium","Many stocks","Better","R&D","Medical","Res. Sci.","Married",40,2,2001,2,20,5,3,2,"No"
"No","Rarely","Master","High","Low","Entry","Very High","Very High","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Married",35,1,2977,1,4,4,3,1,"No"
"Yes","Rarely","College","Very High","Medium","Intermediate","Medium","Low","Few stocks","Better","R&D","Other","Lab. Tech.","Married",29,13,4025,4,10,4,3,3,"No"
"No","Rarely","Master","Very High","Medium","Entry","Low","Medium","No stock","Bad","R&D","Medical","Res. Sci.","Single",29,28,3785,1,5,5,4,4,"No"
"Yes","Rarely","Bachelor","Very High","Medium","Experienced","Low","Medium","Few stocks","Better","Sales","Marketing","Sales Exe.","Divorced",50,28,10854,4,20,3,2,0,"Yes"
"No","Rarely","Below College","Medium","Medium","Advanced","Very High","Low","Few stocks","Good","Sales","Marketing","Sales Exe.","Married",39,24,12031,0,21,20,9,6,"No"
